"age","study_hours","self_study_hours","social_media_hours","gaming_hours","sleep_hours","screen_time_hours","mental_health_score","focus_index","burnout_level","productivity_score","exam_score"
"20","2.93","4.1","1.65","2.43","7.54","9.68","6","32.08","59.52","19.49","10.92"
"23","3.42","1.93","0","0.74","5.2","6.39","1","24.53","44.32","15.23","1"
"17","5.05","1.95","3.47","1.86","8.39","8.4","2","29.4","22.2","35.19","12.08"
"22","5.22","2.6","5.01","3.72","8.03","8.1","7","32.28","65.23","44.12","14.44"
"16","8","1.73","3.64","2.77","6.95","5.63","10","41.08","25.43","81.11","39.06"
"19","6.64","3.99","5.09","1.16","7.83","6.35","9","37.51","42.06","57.08","37.91"
"17","4.42","1.98","5.59","2.46","8.88","10.15","10","31.28","38.63","47.86","11.72"
"19","4.96","3.85","3.9","2.38","8.38","8.09","5","35.19","35.66","42.09","28.62"
"16","4.87","1.25","1.52","0.59","8.29","9.06","8","43.73","58.51","49.62","26.17"
"24","4.6","0.72","1.85","0.81","7.12","12.27","8","39.76","70.97","39.88","6.75"
"21","4.78","4.74","4.11","2.46","7.34","4.92","7","34.34","28.97","51.43","31.29"
"17","3.61","1.34","2.3","0.71","6.21","6.29","6","22.32","50.7","26.39","9.41"
"20","2.23","0","2.81","2.25","7.1","9.98","2","8.91","31.16","15.6","3.41"
"19","7.34","3.15","1.54","1.1","6.37","6.56","10","46.39","38.69","72.6","42.92"
"18","6.94","3.56","3.95","1.13","5.43","6.52","8","38.79","50.57","56.52","36.1"
"18","2.67","3.45","3.72","1.6","6.51","4.49","6","31.3","75.73","15.19","4.28"
"16","6.21","2","4.45","0.18","8.26","7.11","5","35.25","32.74","52.15","30"
"18","2.47","2.79","4.92","1.86","7.04","9.56","2","10.52","50.56","3.54","1.41"
"16","4.72","1.8","2.1","1.38","5.24","8.31","1","7.86","59.54","17.52","1"
"18","3.07","2.18","4.03","3.42","6.15","1.63","9","23.62","33.46","38.75","15.32"
"23","4.64","2.2","2.36","3.56","7.04","8.15","6","29.63","47.3","33.44","11.87"
"25","4.5","2.23","1.95","0","9.37","11.06","10","38.89","43.49","59.31","34.78"
"16","5.06","0","1.98","3.7","7.31","3.95","4","12.83","43.46","31","10.69"
"19","6.06","3.51","0.21","0.66","5.6","5.36","2","38.99","56.4","25.64","10.46"
"25","4.08","1.68","3.71","1.93","7.83","4.49","2","19.37","38.3","27.05","10.09"
"23","1.89","3.65","2.67","0","6.07","5.41","8","27.64","49.01","31.09","13.1"
"16","1.93","2.13","4.59","0.76","8.64","1.47","2","11.72","42.64","6.66","1"
"21","7.61","2.36","3.05","2.03","5.72","7.46","3","29.09","54.33","46.58","28.26"
"20","1.38","1.51","2.65","0.31","8.33","10.28","7","27.04","36.87","30.22","12.43"
"22","7.46","3.64","2.01","0.13","7.36","9.61","8","43.08","50.45","64.06","37.26"
"16","3.29","4.21","2.68","1.91","6.29","9.42","9","35.81","58.62","36.68","21.04"
"23","5.47","2.29","2.83","3.22","6.52","3.24","10","34.76","51.21","57.38","28.65"
"24","3.04","5.67","5.12","3.09","6.07","8.01","4","20.29","32.83","32.08","15.74"
"24","0.77","2.85","1.04","2.53","7.71","6.75","5","19.73","50.06","12.67","1.31"
"17","6.2","4.4","3.45","1.58","7.72","5.86","9","32.11","24.83","68.48","42.98"
"16","3.39","1.62","5.11","2.81","10","6.91","5","23.88","38.02","24.11","13.8"
"17","5.4","2.38","3.69","1.95","5.92","5.32","1","18.47","56.37","28.2","9.77"
"23","5.6","2.05","2.13","3.48","7.07","5.23","7","38.13","23.71","63.52","40.69"
"21","6.27","2.23","3.07","4.7","6.97","5.87","1","25.52","37.52","37.63","23.45"
"19","4.59","2.43","4.9","3.76","7.06","3.45","1","7.48","47.51","9.74","10.03"
"16","4.73","1.45","3.7","3.23","4.03","5.93","9","21.51","71.25","27.55","5.69"
"20","2.6","2.62","3.72","2.36","7.72","8.65","2","22.48","59.52","15.41","1.54"
"24","4.72","5.03","0.92","0.85","6.51","12.31","10","45.77","56.6","60.24","34.79"
"20","5.43","2.42","0.73","2.21","7.67","4.26","5","28.49","32.55","48.64","24.81"
"25","5.2","3.26","3.94","2.13","10","9.34","2","25.85","62.66","30.81","17.59"
"19","3.93","3.06","2","1.07","7.2","4.26","10","46.51","42.22","59.66","34.96"
"21","6.39","3.46","3.41","0.28","6.48","3.87","5","32.69","30.2","47.81","24.27"
"17","6.3","3.26","2.47","1.55","6.77","5.24","8","40.4","37.58","58.26","28.32"
"24","5.41","3.41","0","2.61","6.97","4.73","5","38.24","25.85","55.14","37.91"
"16","4.98","2.46","2.32","3.99","7.21","6.14","8","39.63","50.1","52.71","27.1"
"25","3.71","4.65","4.36","2.91","9.48","6.37","7","32.74","25.35","48.49","28.94"
"17","2.95","1.21","2.3","0.97","4.92","5.08","3","20.06","63.16","1","1"
"21","5.74","2.06","2.22","0.87","6.6","11.28","9","45.78","40.68","60.87","32.49"
"24","3.05","1.9","3.57","1.91","6.96","5.32","9","27.02","30.3","37.66","19.06"
"24","5.69","2.14","2.31","0.73","8.03","6.33","5","36.48","24.31","56.94","30.56"
"20","6.26","0.74","1.96","2.04","6.89","9.26","10","38.71","65.81","56.77","24.31"
"22","5.34","2.87","1.93","1.5","7.78","9.8","10","41.4","58.95","54.97","34.46"
"24","8.25","2.52","5.09","1","7.12","8.66","7","33.42","57.37","54.12","26.37"
"23","3.13","5.3","1.12","0.39","6.8","8.72","5","33.66","39.51","38.1","24.32"
"25","4.51","4.12","5.02","0.1","6.86","5.17","5","27.91","24.38","42.82","15.11"
"18","7.17","1.76","1.79","2.55","4.82","10.45","1","15.22","73.9","14.64","1"
"16","5.76","1.57","5.27","4.28","4.83","5.48","4","16.72","66.92","22.23","8.04"
"16","4.36","2.23","1.44","0.48","8.18","8.78","1","18.99","47.25","13.58","1"
"25","6.28","2.62","1.31","0.74","5.33","11.11","9","36.11","58.39","52.64","27.81"
"25","6.95","2.64","5.06","2.65","8.87","7.54","10","40.51","24.56","78.31","45.74"
"21","4.37","3.49","1.09","1.01","7.38","11.13","5","32.36","48.8","38.76","14.49"
"19","6.08","1.95","6.13","1.17","7.27","6.93","1","21.63","44.56","28.68","15.1"
"21","4.3","2.46","1.91","0.95","6.6","5.09","4","26.74","29.03","41.49","28.87"
"21","3.82","4.52","0.69","2.44","5.61","4.6","8","41.8","56.82","39.68","27.76"
"18","4.2","1.73","2.2","1.43","8.31","8.48","3","20.74","30.06","33.08","10.91"
"18","7.45","2.9","2.82","2.16","6.04","8.44","8","37.3","28.9","61.23","38.94"
"23","6.2","3.41","0","3.2","6","9.07","4","33.2","58.39","39.47","14.82"
"19","5.65","3.33","3.12","0.97","7.32","9","8","42.23","51.73","45.07","13.56"
"17","6.38","3.1","4.51","1.8","7.87","5.09","3","33.1","40.84","37.07","13.36"
"19","3.1","3.18","2.37","1.35","6.84","6.26","9","28.96","42.35","39.23","25.87"
"25","9.14","4.2","3.47","2.28","6.99","7.79","1","26.75","59.28","41.92","16.12"
"19","4.66","2.54","0","1.45","7.02","8.47","2","33.28","60.13","32.77","12.24"
"22","2.37","1.08","4.98","0.21","8.39","9.98","5","16.11","41.53","19.79","1"
"18","4.64","4.02","0.13","0.69","6.31","5.99","7","39.33","44.04","46.93","25.18"
"19","3.38","3.46","3.73","1.04","5.62","4.18","2","17.48","30.01","19.41","4.81"
"17","5.2","2.59","6.49","0.81","7.18","6.77","10","33.48","40.95","61.97","42.24"
"25","6","1.62","4.24","4.09","8.38","6.16","1","25.91","28.67","39.82","11.55"
"24","5.03","0.71","0","1.88","8.46","9.48","2","33.15","21.28","44.62","20.14"
"16","4.95","1.5","1.33","0.13","7.74","6.74","10","42.59","22.89","63.41","49.11"
"18","6.08","3.12","2.78","0.99","7.32","2.31","8","43.77","60.6","60.32","32.82"
"19","5.98","4.85","6.89","2.63","6.5","8.43","3","23.26","50.05","28.21","4.05"
"23","3.05","2.47","2.92","1.13","7.03","5.56","4","20.73","40.18","25.93","1.64"
"25","3.37","2.18","2.17","2.45","6.44","4.58","1","14.17","61.41","3.24","1"
"18","4.44","2.95","3.89","1.67","8.84","2.94","7","38.12","14.57","57.61","34.78"
"23","3.63","1.81","4.68","1.53","6.15","5.8","6","22.07","58.97","32.49","20.14"
"25","4.42","1.83","5.94","0.12","5.35","5.2","6","18.5","72.81","16.23","1"
"23","4.52","2.66","2.02","1.64","6.78","10.38","6","32.08","45.12","35.89","27.59"
"17","3.95","3.27","3.66","1.65","7.83","4.52","8","37.53","36.7","45.28","33.51"
"20","6.35","2.45","4.65","1.65","6.41","6.77","5","32.96","37.39","60.88","37.52"
"23","6.25","1.73","1.21","0.96","7.44","8.32","2","28.56","46.99","38.73","16.05"
"20","5.29","2.76","0.14","1.37","5.7","4.47","5","35.85","39.46","45.4","23.34"
"23","5.32","3.2","2.46","1.19","7.15","5.88","2","34.64","51.31","36.25","17.09"
"24","3.66","2.25","3.52","1.43","5.65","3.96","1","19.06","44.68","11.84","1"
"16","5.2","2.72","5.15","2.54","7.13","9.6","9","30.24","32.56","59.45","26.08"
"18","4.65","2.38","0","2.49","6.92","1.2","2","30.17","13.26","45.02","25.58"
"23","7.68","4.9","4.73","0.99","5.06","9.85","4","24.14","77.07","32.09","11.38"
"20","8.42","1.21","2.66","1.43","8.94","4.65","1","28.47","37.9","44.49","18.75"
"19","2.86","1.15","5.1","2.29","5.96","9.77","2","11.35","56.24","8.76","1"
"23","0.05","3.38","3.37","0","5.93","6.35","7","19.19","61.66","1","1"
"19","6.64","3.51","0.46","1.85","7.44","5.91","6","44.1","35.36","52.38","32.77"
"23","3.09","2.72","6.94","0.75","8.41","6.94","10","36.13","22.8","62.11","27.82"
"16","4.26","1.84","4.19","3.2","7.84","7.4","8","30.56","50.57","42.01","22.94"
"23","3.24","3.29","1.83","0.26","5.72","3.55","10","37.49","32.21","52.61","32.97"
"22","2.62","0.3","1.69","2.05","7.57","8.79","10","32.69","50.77","48.43","20.73"
"24","5.01","3.55","3.3","0.51","7.56","9.98","6","45.34","35.21","51.83","29.11"
"22","4.79","3.32","2.15","1.62","6.22","7.89","8","54.24","64.66","54.75","18.97"
"24","4.82","2.61","3.11","3.8","6.07","10.76","6","31.81","48.9","39.73","14.09"
"16","4.24","2.6","4.71","1.9","7.22","8.85","4","33.99","40.69","35.65","20.38"
"21","7.57","1.96","2.33","1.06","8.38","10.23","10","47.87","34.02","75.12","41.84"
"19","5.82","2.61","3.89","1.17","7.24","4.78","4","29.25","45.2","39.55","17.41"
"18","3.91","4.55","3.05","1.01","6.98","9","10","37.74","45.83","55.06","29.41"
"20","3.6","2.62","3.69","1.19","6.3","6.12","8","36.39","40.59","40.64","21.47"
"19","2.24","0.84","0.76","0","5.91","7.5","5","30.25","31.42","34.63","17.42"
"19","1.91","3.12","0.51","3.24","7.8","3.61","6","30.74","29.17","30.33","21.24"
"25","8.13","0.72","0.65","0.68","5.92","8.82","2","26.13","66.47","35.6","12.47"
"23","4.46","4.03","4.14","2.86","10","7.59","2","20.42","52.43","21.61","11.45"
"17","7.61","5.69","2.91","1.41","7.52","2.02","10","48.74","21.94","83.64","50.08"
"24","6.6","1.32","0","0.4","6.78","12","10","49.2","53.25","64.43","37.21"
"16","7.27","4.41","3.29","0.98","6.52","9.42","6","35.22","63.85","59.98","31.37"
"17","3.32","4.09","1.78","2.83","6.24","6.43","5","22.62","63.44","18.35","2.17"
"20","5.39","1.01","2.87","0.42","8.04","10.93","8","35.72","46.95","48.88","23.27"
"23","1.93","3.25","2.23","2.87","5.16","4.7","6","13.48","56.64","14.39","5.66"
"18","5.45","2.29","1.8","1.77","7.22","2.66","6","35.84","35.17","47.65","32.17"
"20","4.6","1.81","0.25","1.63","6.8","6.6","4","37.54","25.85","36.46","34.2"
"24","4.17","2.7","1.36","0","6.46","8.28","10","34.08","35.78","53.35","35.31"
"19","4.56","1.74","2.23","1.87","6.19","2.66","1","10.57","33.94","11.77","1"
"20","3.55","2.74","4.91","0","5.55","6.48","3","24.36","47.33","13.2","1"
"25","5.1","0.75","4.08","0.94","8.19","7.07","1","12.77","39.85","22.81","14.9"
"22","6.21","2.56","3.22","4.23","8.93","3.14","1","14.57","40.24","19.87","4.91"
"18","6.58","2.19","1.62","1.9","6.56","10.8","2","26.38","49.74","31.05","25.13"
"23","5.75","0","2.34","3.43","7.42","6.83","6","34.97","26.1","50.56","29.96"
"23","4.97","1.36","1.96","2.56","5.7","7.77","5","26.85","46.19","35.99","15.63"
"23","3.55","3.93","1.45","0.76","7.27","7.14","8","38.96","44.73","48.97","25.66"
"20","5.43","2.13","2.54","0","6.89","5.74","2","29.09","44.24","32.15","15.8"
"23","5.75","3.57","2.87","1.28","7.42","7.26","2","34.09","34.45","46.39","18.01"
"24","4.66","3.01","1.34","2.96","8.4","9.04","4","30.93","27.71","32.93","22.14"
"20","4.33","0","0.17","2.71","7.48","8.15","3","25.23","40.38","26.72","10.26"
"16","4.11","3.51","2.73","1.03","6.4","2.49","8","29.45","28.31","55.67","28.39"
"23","3.44","2.15","0","2.72","6.68","1","4","24.45","31.39","30.52","20.48"
"22","7.9","2.46","3.37","1.01","8.23","5.69","9","48.92","24.5","84.27","50.9"
"19","6.15","2.19","0","2.47","7.18","8.4","6","37.48","79.55","28.71","3.49"
"20","2.46","1.69","4.02","0.34","6.87","10.64","1","9.2","43.98","1","1"
"17","3.59","3.53","2.05","0","7.08","9.02","1","19.92","57.88","20.35","2.76"
"17","4.22","3.81","4.24","0.43","5.79","7.51","4","19.98","58.4","18.86","11.88"
"23","5.06","4.99","3.87","1.86","7.31","7.35","4","34.85","37.45","37.97","24.6"
"18","5.05","3.38","2.75","1.4","7.98","6.48","1","29.16","51.66","17.07","1"
"23","5.38","3.4","0.03","1.2","7.33","4.16","2","28.38","47.9","26.25","12.46"
"24","5.51","1.79","3.82","1.78","7.48","8.32","2","20.89","53.85","21.95","15.5"
"25","2.31","0","2.2","3.93","6.67","7.08","2","17.3","42.24","2.77","1"
"20","7.43","1.41","2.33","0","6.73","6.51","5","36.1","60.53","40.16","24.34"
"20","3.73","1.5","1.44","1.09","8.94","9.26","6","29.2","34.14","34.66","31.04"
"20","6.08","2.03","2.05","0","7.66","12.14","1","26.8","44.59","35.19","15.04"
"23","6.4","3.33","2.46","2.08","5.66","8.48","3","24.87","39.74","37.63","12.03"
"23","1.73","0.26","5.07","3.53","5.72","7.33","10","13.21","74.06","24.06","1"
"25","7.07","5.7","2.4","1.57","6.53","9.82","5","50.03","70.73","54.65","24.76"
"25","3.85","2.63","2.55","2.46","8.15","6.81","10","38.26","57.39","45.3","23.77"
"20","3.4","2.64","1.85","2.79","7.25","6.97","8","21.86","62.68","26.72","16.63"
"17","3.82","2.82","1.62","0","5.01","8.91","6","27.67","51.77","29.79","6"
"21","6.13","2.89","2.23","1.11","4.75","7.01","10","30.88","73.74","57.43","29.31"
"21","2.99","2.75","3.66","2.94","6.46","3.62","3","13.05","31.22","23.69","10.64"
"24","6.46","0.67","7.24","0.82","9.37","3.04","8","30.84","19.59","57.27","32.33"
"25","2.58","4.38","1.46","1.77","7.9","4.05","7","43.01","24.15","40.93","40.57"
"21","6.68","2.66","1.95","4","5.81","6.53","3","26.63","52.62","45.6","18.85"
"17","8.13","3.33","1.74","1.25","7.39","7.26","4","48.04","62.52","50.52","32.61"
"16","4.96","2.02","4.29","0.6","6.96","6.72","1","23.9","55.19","14.45","1"
"22","2.72","2.75","1.16","0.56","6.45","8.35","5","26.02","43.77","20.53","8.07"
"16","5.88","2.5","0.6","0","5.79","9.1","10","52.47","82.38","52.8","24.79"
"25","5.71","0.83","3.08","2.94","6.06","4.09","9","28.59","51.96","57.79","26.12"
"20","2.33","0.77","1.73","1.46","7.82","9.96","8","40.89","46.03","34.77","19.32"
"22","2.05","1.78","0.11","2.51","7.14","6.49","3","20.41","34.88","10.96","2.91"
"20","3.43","4.16","5.13","3.72","4.27","12.07","3","12.15","67","19.28","1"
"21","5.46","1.47","0.23","1.37","7.15","2.7","1","25.9","43.99","27.84","17.82"
"19","5.89","2.8","4.99","1.06","8.04","4.46","4","28.74","29.1","48.45","31.7"
"20","3.42","0.62","2.25","1.59","6.82","9.92","9","35.01","44.73","45.63","26.91"
"22","5.03","0.72","0","0.42","7.66","9.16","5","41.87","66.39","42.84","27.6"
"18","8.63","3.12","1.74","0.59","4.25","3.76","5","35.17","62.73","55.12","17.94"
"21","3.99","3.53","0.31","1.34","8.7","1.6","4","44.21","33.51","40.46","28.56"
"18","6.14","2.17","3.85","0.64","5.96","5.58","7","31.9","49","49.83","24.91"
"20","3.98","3.07","1.29","0","9.11","4.31","5","41.24","34.65","38.86","29.36"
"19","6.75","3.49","4.37","2.34","5.72","4.99","9","41.53","26.33","66.52","36.81"
"18","5.68","2.95","3.95","0","7.37","7.32","9","30.32","48.58","55.1","17.63"
"20","5.25","3.19","4.06","2.77","4.82","5.89","1","8.59","34.85","20.89","6.23"
"24","9.84","1.97","2.54","0.11","7.42","10.12","4","57.1","24.46","76.02","55.96"
"16","6.55","2.7","4.86","1.43","5.85","10.06","9","30.19","60.91","47.03","25.14"
"22","5.22","4.69","1.49","1.19","9.07","5.82","10","43.95","25.56","73.4","44.89"
"24","3.5","3.21","3.23","1.43","4.83","7.81","7","27.32","38.48","39.32","21.21"
"24","8.78","3.74","1.94","0","8.71","9.01","3","51.02","47.3","61.05","30.27"
"21","6.08","4.65","3.06","2.2","6.69","5.6","3","27","63.87","32.63","19.98"
"22","6.09","2.04","3.15","2.36","8.72","11.78","9","35.78","46.82","53.28","24.63"
"21","5.77","3.81","2.09","2.32","8.17","6.13","3","28.62","41.58","39.22","17.67"
"22","3.64","1.73","2.3","1.71","6.76","5.72","6","37.84","31.65","46.81","29.87"
"16","4.01","2.84","2","1.84","8.03","5.72","2","19.65","37.38","26","13.85"
"20","7.27","2.33","3.21","3.31","6.3","7.37","4","24.71","47.78","43.48","11.22"
"25","5.95","2.76","0.54","0.91","6.28","9.77","5","40.69","69.01","37.83","13.58"
"16","3.11","0.93","1.01","0.98","6.75","9.25","9","39.11","60.31","44.9","22.52"
"24","2.25","2.69","3.26","2.01","5.72","7.51","3","23.22","55.73","9.39","1"
"16","4.09","4.38","1.45","2.74","6.9","5.72","5","22.11","54.67","32.63","6.07"
"21","4.03","1.65","4.16","1.37","9.08","7.65","5","33.03","24.74","32.8","25.08"
"22","5.87","3.01","3.64","1.32","9.11","3.91","2","35.66","49.1","25.68","18.29"
"22","4.41","3.36","2.43","1.31","7.47","7.38","5","26.84","42.31","43.86","27.11"
"24","5.3","4.04","2.99","2.82","6.71","8.72","9","34.48","39.35","58.82","35.22"
"24","0","3.03","2.37","2.75","6.53","10.22","10","23.22","52.64","22.93","5.81"
"20","4.29","3.94","4.04","0","7.57","8.28","8","33","56","40.24","15.4"
"20","4.38","0.86","0.73","1.17","6.04","3.93","3","30.69","56.26","37.5","13.26"
"16","2.67","3.05","2.83","0.76","7.1","6.14","3","14.44","40.66","16.6","10.67"
"17","5.74","3.02","2.42","1.92","6.53","8.47","6","35.59","66.15","37.65","12.6"
"25","3.16","1.75","2.15","2.08","9.22","11.11","8","27.79","17.34","50.39","26.12"
"16","6.37","3.11","3.89","0.86","6.13","9.28","3","31.21","69.73","25.51","17.99"
"23","0.41","2.78","0.57","2.05","5.96","9.35","2","17.57","77.54","1","1"
"21","7.28","1.02","2.88","1.13","4.87","5.2","4","23.85","55.07","46.99","22.4"
"20","6.28","3.6","2.58","3.65","6.59","12.71","6","33","70.08","30.35","9.5"
"23","1.38","2.35","3.2","0.67","7.02","1","5","10.99","47.96","11.99","1"
"18","3.29","0.51","4.25","0.78","6.29","10.01","10","36.37","52.47","46.94","26.89"
"19","2.93","1.99","3.21","0.01","7.88","5.25","3","19.49","33.41","23.39","10.56"
"21","6.22","2.27","1.56","2.44","5.96","4.77","8","43.38","61.91","51.77","25.17"
"21","7.17","1.61","2.33","2.43","6.97","8.62","4","33.5","60.36","44.58","32.88"
"20","5.66","4.65","2.07","0.77","7.54","5.94","4","41.87","44.62","37.73","16.56"
"18","6.22","3.81","5.75","1.34","5.42","5.61","7","32.93","28.76","62.67","39.59"
"22","3.77","1.61","3.34","0","7.11","8.01","8","35.54","65.98","36.3","16.72"
"25","2.69","0.9","1.83","1.31","7.75","7.37","8","33.28","20.87","47.18","37.73"
"23","3.03","3.58","1.52","1.08","7.51","8.05","8","35.72","51.11","35.26","22.59"
"25","5.06","2.87","1.98","0.73","8.13","8.86","7","34.61","48.64","53","23.15"
"20","3.58","5.36","3.36","5.24","4.67","6.3","6","22.32","55.11","33.31","11.57"
"25","4.84","2.57","1.79","1.47","7.2","5.89","7","40.78","56.86","44.22","24.02"
"22","3.93","2.62","3.39","3.99","7.26","7.97","5","28.17","49.03","29.23","13.75"
"21","7.37","1.08","2.97","2.43","6.56","7.47","7","38.53","49.96","75.74","35.47"
"23","5.27","2.62","3.38","0","8.02","6.55","2","37.18","56.75","22.31","14.79"
"19","6.08","3.33","3.84","2.57","5.42","5.91","2","26.49","50.99","35.55","25.4"
"25","4.85","3.17","3.71","0.52","10","7.08","1","31.43","42.57","29.83","24.76"
"17","5.33","2.64","1.7","2.35","5.25","9.13","5","32.83","53.37","35.48","11.21"
"19","1.94","0.73","2.86","2.29","6.34","9.63","4","15.22","57.37","14.18","12.85"
"25","1.54","2.35","4.06","0","7.88","3.57","1","6.73","31.84","1","2.58"
"19","0","2.44","3.91","1.11","7.33","6.99","2","12.61","63.23","1","1"
"24","7.05","2.14","3.2","0.78","6.02","5.28","5","35.24","51.65","42.28","23.67"
"19","4.69","2.54","2.56","0.89","4","6.2","8","44.11","74.91","38.37","22.55"
"21","7.65","2.93","4.53","1.78","7.17","6.21","2","36.65","48.97","47.24","24.76"
"22","3.86","1.11","3.22","2.74","7.39","9.46","3","28.58","39.47","15.11","22.04"
"23","4.31","2.87","4.4","2.92","5.95","3.23","2","26.55","36.72","30.53","15.8"
"22","7.49","0.09","3.31","1.73","4.54","6.85","7","37.38","65.01","60.72","26.5"
"21","3.54","1.44","4.26","0","7.66","5.75","6","25.51","39.01","36.65","25.61"
"23","4.69","3.33","3.53","1.4","7.46","8.04","10","44.27","44.94","57.44","29.85"
"17","4.86","0.34","3.29","1.36","8.35","5.36","9","36.95","12.53","61.6","45.06"
"17","3.39","2.85","1.07","0.66","7.03","4.4","7","33.94","27.52","42.66","18.55"
